text	status
孟晚 舟案 第一次 听证 现场 检方 指控 华为 利用 Skycom 与 伊朗 交易 ， 称 Skycom 进口 美国 设备 ， 再 卖 给 伊朗 ， 违法 了 美国 贸易 制裁 。 孟晚 舟 否认 了 诉方 的 指控 ， 称 华为 和 Skycom 是 正常 商业 合作 。 控方 律师 认为 ， 孟晚 舟 作为 公司 高管 对 美国 金融机构 撒谎 使 这些 金融机构 暴露 在 法律 风险 中 ， 因此 说 孟晚 舟 不诚实 。 对 孟晚 舟 的 每一项 指控 都 会 面临 30 年 以上 刑期 ， 有 可能 会 逃跑 ， 所以 控方 拒绝 保释 。 2 加拿大 · 温哥华	B
40 多年 了 ， “ 文革 ” 遗毒 不知 还要 祸害 多少 人 《 重庆 教育 考试院 回应 高考 “ 政审 ” ： 发布 信息 把关 不严 》 _ 手机 凤凰网 O 重庆 教育 考试院 回应 高考 “ 政审 ” ： 发布 信息 把关 不严	B
重新 看 了 《 奇葩 说 》 被和谐 掉 的 第二季 聊 该不该 向 父母 出柜 的 那期 节目 ， 几个 很棒 的 辩手 ， 聊得 却 不 深 ， 该 说 的 内容 没说到 ， 有点 失望 ， 要是 能 在 第五 季 的 现在 再 做 一次 这个 辩题 就 好 了 … … 转头 一想 说 屁 呢 聊 都 不让 聊 了	B
美国 消费者 和 企业 都 跟 喜欢 中国 产品 吧 … … 贸易战 让 美国 消费者 及 企业 的 成本 都 提高 了 ， 民怨沸腾 ， 补偿 何用 … … ， 特朗普 等 政客 无非 为 打压 中国 的 发展 ， 想 在 与 中国 的 关系 中多捞 好处 … 这是 由于 美国 民众 及 朝野 主体 、 特朗普 本人 及 内阁 多数 成员 ， 都 根深蒂固 地 认为 中 美 贸易 模式 损害 了 美国 根本利益 。 更 重要 的 是 ， 由于 中国 对美 出口 （ 5000 亿美元 ） 远高于 美国 对 中国 出口 （ 1500 亿美元 ） ， 美国 可征 关税 的 数量 远高于 中国 ， 可 将 其 用于 补偿 遭受 双方 关税 措施 负面影响 的 企业 群体 ， 化解 他们 的 反战 游说 。 …	OK
泉港区 环保局 通报 大气 指标 对 对 对 ， 大气 指标 恢复正常 ， 希望 小学生 摘下 口罩 上课 ， 希望 士兵 摘下 防毒面具 出海 ， 希望 吃 到 刚刚 上岸 的 海鲜 ， 希望 家畜 不要 再 死亡 ， 希望 盐场 的 盐 还 能 食用 ， 希望 进 ICU 的 百姓 健康 出院 ， 希望 长寿 之 乡 还是 长寿 之乡 而 不是 癌症 之 乡 。 视频 被 违规 处理 ， 文章 被和谐 ， 当官 宣 变成 谎言 ， 试问 我们 拿 什么 信任 zf ？	B
事件 一 ， 华为 CFO 任 老板 的 女儿 孟晚 舟 在 加拿大 被捕 了 。 一 开始 还 以为 是 昨天 的 事情 ， 从 各大 新闻 爆料 后 才 知道 原来 此事 发生 在 12 月 1 日 。 根据 情报来源 显示 ， 由于 牵涉到 华为 向 伊朗 出口 了 产品 ， 违反 了 美国 对于 伊朗 出口 制裁 问题 导致 的 ， 美国 目前 要求 引渡 孟 女士 。 当然 我 大使馆 表示 了 严重 抗议 侵犯 人权 。 事件 二 ， ， 今天 凤凰网 大篇幅 多条 发布 了 华人 科学家 张首晟 跳楼自杀 ， 自杀 时间 也 是 12 月 1 日 。 根据 介绍 显示 2007 年 ， 张首晟 发现 的 “ 量子 自旋 霍尔 效应 ” 被 《 科学 》 杂志 评为 当年 的 “ 全球 十大 重要 科学 突破 ” 之一 。 基于 他 对 拓扑 绝缘体 和 量子 自旋 霍尔 效应 的 开创性 研究 ， 张首晟 已 包揽 物理 界 所有 重量级 奖项 ， 包括 欧洲 物理奖 、 美国 物理学 会 巴克莱 奖 、 国际 理论物理学 中心 狄拉克 奖 、 尤里 基础 物理学奖 和 富兰克林 奖章 。 事件 三 ， 12 月 3 日晚 ， 荷兰 光刻机 巨头 ASML 的 元器件 供应商 — — Prodrive 突发 大火 ， ASML 预计 这场 火灾 可能 会 影响 到 2019 年 年初 的 出货 计划 。 关键词 ： 孟晚 舟 ： 华为 、 5G 、 芯片 张首晟 ： 量子 通信 、 芯片 ASML ： 光刻机 、 芯片 中 美 贸易 摩擦 ： 芯片 这 几个 事情 串联 起来 令人 细思极 恐 。 据说 ， 孟晚 舟 12 月 1 日 当天 和 张首晟 在 阿根廷 见面 后 乘飞机 在 加拿大 转机 被捕 ， 而 张首晟 又 是 在 美国 境内 跳楼自杀 。 这 一连串 ， 我 很 难 不 去 联想 之间 的 关系 ， 美国 为了 遏制 中国 的 芯片 发展 ， 似乎 软硬兼施 了 ， 一面 在 磋商 谈判 ， 一面 先 把 人 扣 了 威逼利诱 都 开始 了 。	B
O 李 毅 ： 评余智 说 美国 抓孟晚 舟 有理 余智 ， 好像 脑子 进 了 不少 水 ! 当今世界 并 不 存在 一个 秩序井然 理性 正义 之地 ， 国与国 之间 薄薄的 一层 文明 下面 都 是 弱肉强食 。 孟晚 舟 事件 ， 讨论 美 加 法律 如何 如何 ， 相当于 卢沟桥 走失 了 一名 日本 士兵 ， 一帮人 还 在 讨论 中国 军队 是否 犯 了 规 ， 是否 违反 了 日本 规则 一样 。	OK
70 年代 末 恢复 高考 ， 取消 政审 ， 当然 一方面 是 邓大人 英明 。 另一方面 ， 如果 不 取消 的话 ， 知识青年 中 的 高级 干部子弟 大部分 无法 通过 政审 从而 无法 参加 高考 - 要 知道 那个 时候 把持 着 基层 和 中层 的 大部分 仍然 是 文革 干将 。 在 这个 睁只眼 闭只眼 的 政策 下 ， 万千 寒门 子弟 得以 改变命运 。 允许 知青 返程 是 同样 的 逻辑 。	B
讲 几个 问题 ： 1 . 伊朗 正在 造 核武器 ， 世界 上 的 国家 ， 至少 签了 防止 核武器 扩散 协议 的 国家 都 有 责任 防止 核武器 进一步 扩散 。 而且 ， 伊朗 是 个 穆斯林 国家 … … 2 . 孟晚 舟 女士 的 国籍 问题 为什么 有人 这么 关心 ？ 因为 华为 的 营销 一直 绑 在 国家 利益 上 ， 一个 私营企业 一直 采用 这样 的 方式 营销 ， 这个 企业 创始人 女儿 的 国籍 自然 会 被 关注 ， 不能 说 你 需要 “ 国家 ” 的 时候 就 绑定 国家 营销 ， 你 不 需要 的 时候 就 一脚 踹 开 吧 ？ 3 . 美国 是不是 在 抑制 中国 科技 的 发展 ？ 有 这个 可能性 ， 但 我们 也 要 注意 到 的 是 中国 并 没有 掌握 “ 核心 科技 ” ， 这些 “ 科技 ” 依然 受制于 美国 。 如果 美国 想 抑制 中国 科技 的 发展 很 简单 ， 禁止 高科技产品 销售 给 中国 ， 当然 它 没 这么 干 可能 还 没 找到 合适 的 理由 ， 也 可能 是 中国 市场 太 大 。	OK
虽然 没有 真正 经历 过 文革 ， 但 能 感觉 到 那场 噩梦 仍 在 。	OK
大家 都 在 等 特朗普 的 推特 内容 ， 究竟 说点 啥 ? 90 天 后面 的 内容 ?	B
【 空乘 制服 见证 民航 成长 】 1979 年 ， 当 改革开放 的 春风 袭 来时 ， 18 岁 的 玛丽娅 · 吾甫尔 走进 中国民航 兰州 管理局 乌鲁木齐 分局 飞行 部 第九 飞行 大队 乘务 队 ， 成为 一名 空中 乘务员 。 O 空乘 制服 见证 民航 成长	OK
川普 又 要 对 中国 2000 亿 你 选 商品 加税 ， 气 的 祖国 人民 浑身 颤抖 有没有 ， 为啥 不放战 狼 咬 他 ？	B
英国 因为 斯克里 帕尔 被 杀 拉拢 20 多个 国家 联合 制裁 俄罗斯 ， 川普 先是 因为 牧师 安德鲁 · 布伦森 制裁 了 埃 尔多 安 ， 现在 又 因为 记者 贾 迈勒 . 卡绍基 面临 是否 制裁 沙特 的 窘境 ， 这些 国家 都 有 一个 奇怪 的 地方 — — 愿意 为了 一个 人 损害 国家 利益 ， 这是 大概 我国 人 怎么 想 也 不 可能 想 明白 的 。	OK
川普 宣布 ： 对 2000 亿美元 中国 进口商品 实行 新 关税 ， 按 10% 税率 开征 ， 9 月 24 日 开始 执行 。 年底 ， 此批 商品 关税 提高 到 25% 。	B
以 斗争 求 和平 『 为什么 中国 有些 人 误判 了 与 特朗普 的 贸易战 ? _ 风闻 社区 』 O 为什么 中国 有些 人 误判 了 与 特朗普 的 贸易战 ?	OK
这才 几天 啊 ， 翻脸不认人 ， 特朗普 也 太 下三滥 了 美国 法律 都 能 管到 伊朗 去 了 ， 第一次 知道 原来 伊朗 是 美国 的 怎么办 ， 坚决 抵制 苹果 ， 等 苹果 失去 中国 市场 看看 美帝 狗急跳墙 的 样子	OK
真绝 了 ， 怎么 还 在 槽 黑枪 那 张卡 我 觉得 好看 死 了 还是 说真的 要 立法 讨论 纸片 人 人权 问题 ？ 一张 图能 左右 到 社会 性别 问题 ？ 我 真的 笑 死 了	OK
xswl ！ 今天 213 考完 fb group 里 那些 外国人 就 开始 讨论 答案 （ 保守 估计 课上 加上 我 只有 两个 中国 人 ） 然后 有 一道 题 是 问 下列 哪个 是 错误 的 描述 有 一个 选项 大家 都 觉得 是 错 的 还有 一个 选项 说 的 是 “ hysteria only affects women ” 但 事实上 课上 从来 没说 过 only 只是 说 mostly / 只用 了 women treatment 做 例子 我 觉得 这个 事 很 confusing 就 问 了 prof 题 是不是 出错 了 刚刚 prof 说 only affects women 是 正确 选项 因为 这个 确实 是 错误 的 描述 而 另 一个 大家 都 觉得 是 错 的 “ actually right ” 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 作为 一个 选对 了 的 人 看到 那群 之前 信誓旦旦 的 外国人 打脸 此时 非常 开心 了	B
特朗普 ： 美国 将 退出 《 中 导 条约 》 ， 因为 俄罗斯 违反 了 该 条约 __ 美国 真的 要 疯 掉 了 … … 还有 多少 人 相信 美国 的 所作所为 是 出于 道义 ？ O 特朗普 ： 美国 将 退出 《 中 导 条约 》 ， 因为 俄罗斯 违反 了 该 条约	OK
一个 人 背弃 了 祖国 ， 为了 得到 主子 的 关注 ， 比 他 的 主人 更 可恶 。 对待 自已 的 同胞 更 残暴 。 因而 在 中美 贸易战 的 当口 。 去 美国 就是 坑 。 波波 ， 刘强 东 就是 前车 之辙 。 川普 是 没有 底线 的 人 ， 什么 事 都 干得 出来 。 只要 能 对付 中国 。 而 政府 有没有 底线 ， 我 不 知道 ， 反正 左 踩 一脚 ， 右 踩 一脚 ， 人人 都 来 踩 ， 没见 有 什么 反击 措施 。 反反复复 专家 说 ， 还 没 到时候 。 一旦 反脸 ， 日子 不好过 。 其实 要 我 说 ， 美国佬 就是 花 胳膊 ， 中国 要 像 白衣 骑士 样 奋起 一击 ， 也 就 那么回事 。 要 像 现在 这样 ， 永远 只能 ......	OK
钟华守 正 出奇 : 特朗普 9 月 25 日 联合国大会 演讲 全文 主席 女士 ， 秘书长 先生 ， 世界 各国 领导人 、 大使 和 尊敬 的 各位 代表 : 一年 前 ， 我 第一次 站 在 这里 。 我 谈到 了 我们 世界 面临 的 威胁 ， 并提 ... - 雪球 钟华守 正 出奇 : 特朗普 9 月 25 日 联合国大会 演讲 全文 主席 女士 ， 秘书长 先生 ， 世界 各国 领导人 、 大使 和 尊敬 的 各位 代表 : 一年 前 ， 我 第一次 站 在 这里 。 我 谈到 了 我们 世界 面临 的 威胁 ， 并提 ... - 雪球 O 特朗普 9 月 25 日 联合国大会 演讲 全文	B
崔永元 中国 ， 早已 被 转基因 食品 环绕 ， 从 2010 年 开始 ， 每年 有 超过 150 万吨 ， 美国 转基因 玉米 进入 中国 ， 我们 每天 吃 的 食用油 ， 许多 都 是 用 转基因 大豆 制成 的 。 美国 著名 经济学家 恩 道尔 警告 说 ： 如果 中国 农业 被 转基因 食品 控制 ， 20 年内 中国 就 完 了 ， 那 是 一个 ， 你 无法 想象 的 全民 患癌 的 情景 。	OK
有人 在 推特 爆料 ： 某 高官 夫人 去 加拿大 被 拒签 ， 还 爆料 ， 这位 高管 在 加拿大 有 两处 豪宅 。 这 说明 ， 孟晚 舟 事件 在 升级 。	B
请 关注 所谓 的 美国 ！ 人权 卫士 的 丑恶 表现 O 对内 批 种族主义 的 “ 白 左 ” 美媒 公然 煽动 “ 排华 ”	OK
科普 大 作战 英国 保柏 健康 小组 曾经 发布 国际 健康 医疗 研究 报告 显示 ， 中国 45 - 54 岁 人群 中 ， 超过 1 / 4 的 【 文章 详情 】 点击 ↓ ↓ ↓ 几种 测试 ， 能 呈现出 你 面部 是否 衰老	OK
【 一幅 画卷 看尽 40 年 “ 爆款 ” ， 你 我 的 衣食住行 都 在 其中 ！ 满满 回忆 ... 】 粮票 、 布票 、 油票 、 肉票 ， 曾 是 一代人 的 记忆 ， 它们 记录 着 物资 短缺 时代 里 的 生活 困境 。 40 年 过去 ， 今天 的 中国 ， 人们 早已 不再 为 吃 穿 发愁 ， 汽车 、 手机 、 电脑 进入 了 寻常百姓 家 。 十八 集 大型 电视 纪录片 《 我们 一起 走过 — — 致敬 改革开放 40 周年 》 第七集 《 我们 的 生活 充满 阳光 》 聚焦 消费 升级 。 以 白马 服装市场 商户 的 亲身经历 、 江苏 仪征 化纤厂 解决 穿衣 问题 、 “ 三 大件 ” 的 变迁 、 顺德 家电 制造 基地 供给 侧 结构性 调整 以及 加拿大 龙虾 进入 中国 等 故事 ， 讲述 从 计划经济 到 商品经济 再 到 社会主义 市场经济 ， 中国 人 彻底 告别 了 凭证 凭票 定量供应 的 物资 短缺 时代 ， 正在 从 生存型 消费 向 发展 型 消费 转变 ， 百姓 的 日子 正过 得 红红火火 ， 正在 创造 未来 更加 美好 的 新 生活 。 微博 视频	OK
美国 前 几天 放出 信息 ， 主动 邀请 中国 人去 谈判 ， 于是 有些 人 亢奋 起来 ， 这 不是 美国 认 怂 了 吗 ？ 可 一口 饭 还 没有 咽下去 ， 川普 宣布 针对 2000 亿 的 中国 商品 加征 关税 就要 实施 ， 亢奋 转为 愤怒 。 你 说 这 国人 怎么 就 不 理性 ， 这是 什么 专业 打造 出来 的 ？	B
查查 查 【 网友 实名 举报 汇丰银行 涉嫌 侵犯 商业秘密 罪 】 加拿大 拘押 华为公司 首席 财务 官孟晚 舟 事件 持续 发酵 。 今日 ， 网友 李明强 向 上海市公安局 实名 举报 汇丰银行 （ 中国 ） 有限公司 涉嫌 侵犯 商业秘密 罪 。 该 网友 称 ， 汇丰银行 （ 中国 ） 有限公司 可能 涉嫌 将 中国 民营企业 华为公司 的 商业 机密 ， 不 正当 的 向 外国 司法 机构 进行 泄漏 。 举报信 具体内容 如下 ： 根据 加拿大 法院 业已 公开 的 正规 信息 ， 汇丰银行 （ 中国 ） 有限公司 可能 涉嫌 将 中国 民营企业 华为公司 的 商业 机密 ， 不 正当 的 向 外国 司法 机构 进行 泄漏 ， 该 行为 涉嫌 严重 违反 《 中华人民共和国 刑法 》 第 219 条 之 规定 。 如果 调查 属实 ， 那么 ， 汇丰银行 （ 中国 ） 有限公司 作为 中国 法人 主体 ， 应 首先 和 主要 遵守 中华人民共和国宪法 、 法律 和 法规 ， 华为公司 作为 中国 民营企业 ， 一直 模范 遵守 中国 法律 ， 华为公司 作为 汇丰银行 的 客户 ， 汇丰银行 应该 承担 对 在 业务 开展 过程 中 所 知悉 的 华为公司 的 商业信息 的 保密 义务 ， 未经 中国 司法 机构 强制执行 和 有效 的 行政命令 ， 不得 向 任何 第三方 进行 披露 、 泄漏 。 但 根据 业已 公开 的 信息 ， 汇丰银行 涉嫌 主动 向 外国 政府 披露 属于 华为公司 的 商业 机密 ， 并且 该 行为 已经 造成 了 众所周知 的 严重后果 。 请 贵局 依据 全球 通行 的 司法独立 原则 ， 就 汇丰银行 所 涉嫌 的 违法行为 进行 侦查 ， 固定 证据 ， 在 尊重事实 的 基础 上 ， 依据 我国 法律法规 ， 查明真相 ， 维护 中国 民营企业 的 合法权益 ！ （ 敖客 ）	B
杭州 在 国内 属于 高度文明 发达 的 城市 ， 竟然 还有 这种 一刀切 的 管理 方式 ， 领导 屁股 决定 脑袋 的 事情 太多 了 ， 不 尊重 生命 ， 不 尊重 物权 ， 不 尊重人权	OK
川普 天天 跟 自己 国内 的 一帮人 互怼 ， 还 跟 国外 ， 特别 是 中国 怼 啊 怼 ， 看看 预期 2000 亿外 ， 再来 2670 亿美元 中国 商品 关税 。 斗志 满满 啊	B
在 默默 忍受 了 几个 月 之后 ， 美国 商业 团体 终于 决定 不再 沉默 了 。 60 家 美国 商业 团体 决定 共同 组建 “ 美国 自由贸易 运动 ” ， 走 到 台前 ， 公开 反对 特朗普 的 贸易战 和 关税 制裁 政策 。	OK
问 ： 中方 此前 要求 立即 释放 孟晚 舟 ， 她 目前 已经 被 保释 。 这 是否 满足 了 中方 的 要求 ？ 答 ： 我们 在 孟晚 舟 一案 上 的 态度 非常 清楚 。 加拿大 方面 应该 纠正错误 ， 立即 释放 孟晚 舟 女士 。 问 ： 中国 批评 加拿大 方面 没有 提供 拘捕 孟晚 舟 的 信息 是 违反 中加 之间 的 领事 协定 。 但 中方 未 允许 加方 对 康明凯 进行 领事 探视 ， 是否 意味着 中方 也 违反 了 中加 间 领事 协定 ？ 答 ： 我 可以 再 重复 一遍 ， 关于 这件 事 ， 我 目前 没有 可以 向 你 提供 的 情况 。 中加 双方 都 有 义务 严格 履行 两国之间 的 领事 协定 。 问 ： 请问 康明凯 被捕 和 孟晚 舟 在 加拿大 被 保释 有 什么 关联 ？ 答 ： 关于 孟晚 舟 一案 ， 我们 的 态度 非常 明确 ， 我们 要求 加方 纠正错误 ， 立即 释放 孟晚 舟 。 关于 康明凯 一事 ， 我 目前 没有 可以 向 你 提供 的 情况 。	OK
消息 称 ， 川普 或 将 在 下周一 或 周二 宣布 ， 对华 征收 2000 亿美元 商品 的 关税 。 关税 水平 可能 设定 在 10% ， 低于 早些时候 提出 的 25% 。 之所以 由 预定 的 25% 降到 10% ， 主要 是 川普 政府 考虑 在 进入 年末 假日 购物 季节 和 中期 选举 之前 ， 减少 对 美国 消费者 的 影响 。	B
资源 与 环境 工程学院 2018 年 励志 奖学金 、 国家 助学金 班级 民主评议 小组 名单 （ 2017 级 ） 采矿 1702 组长 ： 黄诗冰 组员 ： 刘飞 徐利真 王华辉 胡琛 孟俊波 陈强 肖一鸣 丰庆 陈景鹏	OK
加税 2000 亿 还是 加税 5000 亿 其实 都 是 特朗普 的 威吓 大棒 ， 那么 贸易 归零 的 那天 ， 是不是 就是 武力 收复 台湾 的 一刻 ? 和 美 交好 ， 无非 是 想 发展 经济 ， 你 堵死 了 ， 那 就 只能 捏碎 你 的 第一 岛链 了	B
川普 决定 对 2000 亿 中国 商品 加 关税 ， 税率 10% 。 自 九月 二十四日 开始 实施 。 值得一提的是 ， 消息 公布 日期 九月 十八日 ， 历史 上 日本 侵华 战争 开始 的 日子 。 关税 生效日 在 中国 的 中秋节 ， 恶心 中国 人 呢 ？	B
占豪 ： 原创 丨 特朗普 输 了 ！ 失去 众院 遭三大 重创 ！ 对 中国 影响 几何 ？ O 原创 丨 特朗普 输 了 ！ 失去 众院 遭三大 重创 ！ 对 中国 影响 几何 ？	B
鰐 鱼 也 流泪 ？ 美国白宫 顾问 Hassett ： 十分 担心 新兴 市场 ， 新兴 市场 正 开始 表现 出 一些 压力 。 （ CNBC ） 美国白宫 顾问 Hassett ： 特朗普 尊重 美联储 的 独立性 ， 白宫 也 尊重 美联储 的 独立性 。 （ CNBC ）	OK
美股 下跌 有利于 特朗普 头脑清醒 ， 也 有利于 中 美 贸易谈判 成功 ， 中国 股市 已经 在 坑里 等 美股 半年 了 ！ 另外 近期 特 先生 好像 说话 不太 张狂 了 ！	OK
【 安徽 一 校长 要求 学生 抵制 洋节 ： 圣诞节 是 中国 人 的 耻辱 】 12 月 24 日 ， 安徽 泗县 黄 圩镇 中心 学校 利用 周一 升旗仪式 对 学生 进行 了 “ 抵制 洋节 从我做起 ” 为 主题 的 思想 教育 。 校长 董学丰 又 进行 了 《 圣诞节 是 中国 人 的 耻辱 》 的 讲话 。 他 从 中国 屈辱 的 历史 开始 ， 告诉 同学 们 所谓 的 圣诞节 、 平安夜 、 狂欢 日 的 来历 ， 也 正是 它 带给 了 中国 奇耻大辱 。 O 安徽 一 校长 要求 学生 抵制 洋节 ： 圣诞节 是 中国 人 的 耻辱 『 安徽 一 校长 要求 学生 抵制 洋节 ： 圣诞节 是 中国 人 的 耻辱 』 O 安徽 一 校长 要求 学生 抵制 洋节 ： 圣诞节 是 中国 人 的 耻辱	B
俄罗斯 想 推翻 国际 体系 。 想 远交 近 和 。 安倍 ， 特朗普 亲 俄 。 欧亚 经济 联盟 与 东盟 合作 ， 自贸区 。 经济 不 成功 。 外交 不 成功 。 普京 18 年 。 新 冷战 中 ， 俄 非关键 变量 。	B
孔琳琳 的 思维 ， 行为 完全 不 入 世界 之流 ， 转移视线 ， 丢人 显眼 ， 相比 之前 两会 翻个 白眼 就 被 吊销 资格 ， 真是 利用 民主 反民主 的 最好 铁证 了 。	B
国内 经济 不好 ， 或者 金融 动荡 。 政府 一定 会花 大 力气 抓 教育 。 他们 实际 不是 为了 抓 教育 ， 而是 为了 抓 年轻人 的 心 。 为什么 抗战时期 那么 困难 ， 我们 还 搞 西南联大 ？ 为什么 文革 一 结束 就 马上 恢复 高考 ？ 其 目的 就是 为了 抓 年轻人 的 心 。 经济 困难 ， 国际贸易 更是 重中 之中 。 国内 的 在线教育 股 ， 国际 电子商务 股 肯定 爆发 。	OK
中国人民大学 财政金融 学院 教授 向 松祚 表示 ， 今年 是 改革开放 40 周年 ， 总结 过去 ， 探讨 未来 ， 可以 提出 三个 问题 ： 第一 ， 过去 40 年 我们 总体 是 “ 单方面 的 开放 ” ， 以 “ 引进 来 ” 为主 ， 而 我们 自己 没有 多少 跨国企业 ， 企业 没有 走 出去 ， 资金 没有 走 出去 ， 货币 没有 走 出去 。 中国 企业 怎么 成为 国际 企业 ， 货币 怎么 成为 国际 货币 ， 金融 怎么 成为 国际金融 ， 中国 理念 怎么 走 出去 ， 这是 我们 需要 思考 的 问题 。 第二 ， 我们 现在 开始 为 全球 贡献 治理 方案 、 贸易 规则 、 金融 规则 、 货币 规则 等等 ， 背后 的 理念 是 什么 ？ 第三 ， 讲 对外开放 ， 也 要 讲 对内 开放 。 国内 的 理念 、 观念 、 思想 怎么 开放 ？ 如果 国内 思想 不 开放 ， 我们 可以 在 全世界 引领 思想 的 潮流 吗 ？ 这个 问题 我 提出 来 大家 思考 。 韩 教授 ， 跟 您 说 一声 ， 这 家伙 骂 的 范围 很大 ， 不外乎 吸睛 效果 好 ， 但 实际效果 屁用 没有 ， 作为 金融 学院 教授 ， 证券市场 更是 提都 不敢 提 ， 侧面 印证 了 作为 既得利益者 ， 吃 了 别人 的 嘴 还是 软 啊 ！	B
川普 决定 从 叙利亚 撤军 ， 意味着 美国 战略 重心 东移 。 易言之 ， 其 军事 防御 方向 ， 已经 不再 指向 俄罗斯 。	B
华为 任正非 的 的 女儿 孟晚 舟 的 女儿 国籍 是 加拿大 ， 如果 属实 的话 。 中国 驻 加拿大 大使馆 有 权利 抗议 吗 ？ 所以 首先 要 搞清楚 孟晓舟 的 国籍 。	B
如果 用 抓 人质 的 办法 解决 孟晚 舟 案子 ， 那么 中国 人 在 加拿大 和 美国 的 多 的 是 ， 比如说 孟晚 舟 的 丈夫 和 子女 都 在 美国 和 加拿大 。 加拿大 和 美国 把 他们 都 抓 了 ， 行 吗 ？	OK
勿忘 国耻 振兴中华 我 偏执 地 以为 孟晚 舟 的 在 加 被捕 ， 是 美帝 对 中华 有 为 的 惧惮 下 导致 的 一个 很 可怕 的 政治 错误 ， 一个 蠢得 不能 再蠢 的 策略 。 因为 ： 今朝 的 美帝 仍然 是 昔日 的 美帝 如今 的 中国 再 不是 曾经 的 中国 铭记 不 只是 民族 的 悲怆 还有 落后 必亡 的 训诫 纪念 从不 为 宣扬 复仇 的 怨念 只 为 许下 复兴 的 心愿 ： 勿忘 历史 ， 珍爱 和平 ！ 振兴中华 ， 吾辈 自强 ！	OK
冷 知识 ： 走国 2004 年 才 把 “ 保障人权 ” 写 进 宪法	B
反腐 以來 真以 為 高官 安居 樂業 依法 治國 ， 川普 一個 中國 高官 制裁 令 ， 原來 高官 子女 財富 仍 在 美國 ， 貿易戰 讓 吃 瓜 觀眾 見識 不少 ， 高官 子女 到 美帝 使館 排隊 愛的 是 哪國 ？	B
贵州 茅台酒 是 与 苏格兰 威士忌 、 法国 科涅克 白兰地 齐名 的 三大 蒸馏 名酒 之一 ， 是 大曲 酱香型 白酒 的 鼻祖 。 茅台酒 独 产于 贵州 仁怀 茅台镇 ， 贵州 茅台酒 股份 有限公司 也 选址 于 此 。 2016 年 10 月 14 日 ， 茅台镇 被 列为 第一批 中国 特色 小镇 。 2017 年 11 月 ， 茅台镇 获评 “ 2017 年度 中国 十大 品质 休闲 基地 ” 和 第五届 全国 文明 村镇 。	OK
给 我 说 中 了 ！ 特朗普 对 中国 新征 2000 亿 产品 关税 。 中 美 贸易战 不会 是 短期 的 ， 边 打边 谈 将 是 常态 ， 以 打 促谈 将 是 我国 的 最好 策略 ， 时间 与 我 有利 ， 前提 是 中国 能 争取 到 经济 结构调整 的 时候 ， 国内 能 稳定 住 房地产 带来 的 巨额 债务 ， 这 很 难 ， 十分 不 容易 ！	B
BBC 今晚 又 开始 拿 西部 的 教育 营 做文章 了 ， 他们 忽略 了 作为 中国 人 对于 那场 乌鲁木齐 大屠杀 的 感受 ， 在 那个 时候 之前 我 去过 几次 那个 城市 ， 感觉 当地 民族 没 被 压榨 到 什么 程度 ， 他们 拿 的 了 屠刀 ， 就 该 想到 更 可怕 的 后果 ， 目前 还 算 仁慈	B
我 只是 想 : 世界 在 进步 ， 中国 在 世界 进步 中 又 再 进步 近 9 倍 ， 为什么 养 六七个 娃 的 百姓 ， 养 一个 都 喊 苦 逼 ？ ？ 。 “ 在 改革开放 之初 ， 中国 在 世界 经济 中所 占 份额 仅为 1.75% ， 经济 规模 为 1500 亿美元 。 2017 年 ， 中国 所 占 份额 上升 到 世界 经济 的 15% ， 使 中国 成为 世界 第二 大 经济体 。 ” 『 外媒 ： 40 年 改革开放 选 任何 领域 中国 都 令 世界 惊讶 _ 手机 新浪网 』 O 外媒 ： 40 年 改革开放 选 任何 领域 中国 都 令 世界 惊讶	OK
国家主权 相当 长时间 内 不可逾越 、 意识形态 、 价值观 永远 不可逾越 。 ” 全球化 ” 的 初衷 也许 是 简单明了 的 ： 往来 增进 了解 、 贸易 促进 繁荣 、 最终 共荣 共生 。 但 “ 全球化 利益 共同体 ” 的 形成 使 它 走 到 了 自己 的 反面 。 “ 全球化 ” 被 利用 了 。 川普 政府 似乎 放弃 了 改造 全球化 机构 如 联合国 、 世贸组织 等 的 努力 。	B
记得 特朗普 在 推特 上 点 赞美 股大涨 自己 的 功劳 不 ， 没多久 市场 开始 大幅 调整 。 原油 经过 一波 下跌 后 特朗普 现在 推特 治油 相信 很快 原油 又 要 反 方向 走 了 ， 任何人 没 办法 阻断 历史 的 发展 ， 最多 是 个 推手 或 一 过客 ， 经济 规律 有 其 内生 的 因素 。 目前 整个 国际 经济 原油 用量 是 加法 ， 原油 跌 ， 促使 加法 加快 ， 物极必反 。	OK
